#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1.40363669502856E+018,-0.060737458,-0.0390953752,-0.0551524044,8.9240515,0.04903325,-3.0318892917
1.40363669503356E+018,-0.0509636142,-0.1277581012,0.0523598776,9.6513780417,-0.465815875,-3.92266
1.40363669503856E+018,-0.0586430629,-0.0984365698,-0.0726056969,8.7279185,-0.0163444167,-2.4680069167
1.40363669504356E+018,-0.0446804289,-0.123569311,0.0425860337,10.664731875,0.1389275417,-4.2985815833
1.40363669504856E+018,-0.0593411946,-0.0558505361,-0.0097738438,9.340834125,0.24516625,-3.5140495833
1.40363669505356E+018,-0.0551524044,0.0216420827,0.0530580093,11.0896867083,0.073549875,-3.57942725
1.40363669505856E+018,-0.0726056969,0.0048869219,0.0223402144,11.5391581667,-0.0163444167,-3.9308322083
1.40363669506356E+018,-0.0726056969,0.1200786525,-0.034906585,9.9619219583,0.04903325,-3.3669498333
1.40363669506856E+018,-0.0691150384,0.1277581012,-0.0034906585,10.8853815,-0.2043052083,-4.290409375
1.40363669507356E+018,-0.0893608577,0.1172861257,-0.10262536,8.6461964167,0.2124774167,-3.1217835833
1.40363669507856E+018,-0.0774926188,0.088662726,-0.0488692191,10.0354718333,0.416782625,-4.290409375
1.40363669508356E+018,-0.0949459113,-0.0048869219,-0.0928515162,7.2977820417,-0.196133,-3.2688833333
1.40363669508856E+018,-0.0809832773,0.0111701072,-0.0460766923,9.2836286667,0.122583125,-4.682675375
1.40363669509356E+018,-0.0879645943,-0.1040216234,-0.0300196631,7.9352142917,-0.024516625,-3.2525389167
1.40363669509856E+018,-0.0823795407,0.0027925268,-0.0390953752,9.9619219583,-0.3105439167,-3.456844125
1.40363669510356E+018,-0.0851720675,-0.0649262482,-0.0034906585,10.5339765417,-0.2941995,-3.2198500833
1.40363669510856E+018,-0.0733038286,0.020943951,-0.0516617459,10.762798375,-0.392266,-2.0185354583
1.40363669511356E+018,-0.0383972435,0.0425860337,0.0244346095,11.7516355833,-0.1144109167,-3.505877375
1.40363669511856E+018,-0.0237364778,0.0307177948,0.0544542727,9.9700941667,-0.4903325,-3.800076875
1.40363669512356E+018,-0.0153588974,0.0670206433,0.088662726,9.56148375,0.4494714583,-4.0534153333
1.40363669512856E+018,-0.0370009801,-0.0062831853,0.1340412866,9.1528733333,0.5965712083,-3.7837324583
1.40363669513356E+018,-0.0481710874,0.0090757121,0.0970403064,8.0823140417,0.0980665,-3.5957716667
1.40363669513856E+018,-0.0523598776,-0.020943951,0.1012290966,10.6729040833,-0.2615106667,-3.8082490833
1.40363669514356E+018,-0.0635299848,-0.0237364778,0.0132645023,8.629852,0.0653776667,-2.5415567917
1.40363669514856E+018,-0.0621337214,-0.0020943951,-0.0104719755,10.44408225,0.14709975,-4.3557870417
1.40363669515356E+018,-0.10262536,-0.0356047167,-0.0893608577,9.1855621667,0.1552719583,-1.9531577917
1.40363669515856E+018,-0.1242674427,0.0335103216,-0.1284562329,11.2449586667,0.3268883333,-3.064578125
1.40363669516356E+018,-0.1500983157,-0.0390953752,-0.1312487597,10.8772092917,-0.0326888333,-3.530394
1.40363669516856E+018,-0.1312487597,0.0614355897,-0.1445132621,9.7167557083,-0.4494714583,-2.3862848333
1.40363669517356E+018,-0.0830776724,0.0153588974,-0.0502654825,10.860864875,-0.6701210833,-4.1024485833
1.40363669517856E+018,-0.0593411946,0.0118682389,-0.0370009801,9.9455775417,-0.0572054583,-2.89296175
1.40363669518356E+018,-0.0432841654,0.0509636142,0.0111701072,11.1387199583,0.5311935417,-3.751043625
1.40363669518856E+018,-0.0740019603,0.0006981317,0.0055850536,9.8229944167,0.024516625,-4.0779319583
1.40363669519356E+018,-0.081681409,0.0830776724,-0.0013962634,10.5584931667,0.4576436667,-4.0779319583
1.40363669519856E+018,-0.1089085453,0.0083775804,0.0160570291,9.26728425,0.1634441667,-4.2168595
1.40363669520356E+018,-0.1061160185,0.0558505361,-0.0523598776,8.5889909583,-0.3350605417,-4.094276375
1.40363669520856E+018,-0.0907571211,0.006981317,-0.0244346095,9.9864385833,-0.2941995,-3.9880376667
1.40363669521356E+018,-0.0949459113,0.0321140582,-0.0809832773,7.9106976667,0.0980665,-2.721345375
1.40363669521856E+018,-0.074700092,0.0097738438,-0.0474729557,10.3541879583,0.3105439167,-3.8654545417
1.40363669522356E+018,-0.0914552528,-0.013962634,-0.0293215314,9.4961060833,-0.196133,-2.4598347083
1.40363669522856E+018,-0.0740019603,0.0523598776,-0.0265290046,10.198916,-0.0572054583,-3.57942725
1.40363669523356E+018,-0.0691150384,0.0195476876,0.0516617459,11.351197375,0.0408610417,-3.0972669583
1.40363669523856E+018,-0.0774926188,0.0719075652,-0.0083775804,9.7249279167,-0.0572054583,-2.5905900417
1.40363669524356E+018,-0.0649262482,0.0670206433,0.0216420827,11.91507975,-0.24516625,-4.3476148333
1.40363669524856E+018,-0.0809832773,0.067718775,-0.0390953752,9.6922390833,0.0572054583,-3.1953334583
1.40363669525356E+018,-0.0753982237,0.1040216234,-0.0670206433,10.983448,0.563882375,-4.4783701667
1.40363669525856E+018,-0.0984365698,0.0411897703,-0.0893608577,8.8586738333,-0.3350605417,-3.702010375
1.40363669526356E+018,-0.0872664626,0.1207767842,-0.1137954672,10.4032212083,0.1552719583,-4.143309625
1.40363669526856E+018,-0.1054178868,0.0048869219,-0.0579449312,7.5838093333,0.0898942917,-3.8817989583
1.40363669527356E+018,-0.0991347015,0.0760963554,-0.0837758041,9.1773899583,0.3268883333,-3.38329425
1.40363669527856E+018,-0.1061160185,0.0397935069,-0.0272271363,10.2397770417,0,-3.3669498333
1.40363669528356E+018,-0.0949459113,0.0125663706,-0.027925268,9.4062117917,-0.7436709583,-3.138128
1.40363669528856E+018,-0.0488692191,0.0509636142,0.0111701072,11.1959254167,-0.122583125,-4.2495483333
1.40363669529356E+018,-0.0390953752,0.0244346095,0.0404916386,9.4307284167,-0.2288218333,-3.0482337083
1.40363669529856E+018,-0.0195476876,0.0628318531,0.0383972435,10.517632125,-0.269682875,-4.5519200417
1.40363669530356E+018,-0.0397935069,0.0321140582,0.0872664626,9.1855621667,0.4821602917,-3.7592158333
1.40363669530856E+018,-0.0523598776,0.060737458,0.0656243799,8.654368625,0.4903325,-3.9635210417
1.40363669531356E+018,-0.060737458,0.0356047167,0.1179842574,9.7085835,0.0408610417,-4.0125542917
1.40363669531856E+018,-0.081681409,0.0642281165,0.0544542727,8.97308475,-0.0081722083,-2.3372515833
1.40363669532356E+018,-0.0579449312,0.0439822972,0.0558505361,10.4277378333,-0.0408610417,-3.113611375
1.40363669532856E+018,-0.0663225116,0.0265290046,0.0314159265,9.9619219583,-0.367749375,-2.2718739167
1.40363669533356E+018,-0.0488692191,0.0551524044,-0.0390953752,11.7843244167,-0.416782625,-3.3669498333
1.40363669533856E+018,-0.060737458,-0.0048869219,-0.0020943951,10.1907437917,0.24516625,-3.2443667083
1.40363669534356E+018,-0.0753982237,0.0572467995,-0.0356047167,9.9864385833,0.6047434167,-4.1759984583
1.40363669534856E+018,-0.0740019603,0.0111701072,0.0397935069,10.4032212083,-0.024516625,-4.2250317083
1.40363669535356E+018,-0.0872664626,0.0509636142,0.0230383461,8.213069375,-0.1552719583,-4.3476148333
1.40363669535856E+018,-0.0649262482,0.0656243799,0.0293215314,9.9700941667,0.3350605417,-4.4538535417
1.40363669536356E+018,-0.0733038286,0.0453785606,0.0083775804,7.8861810417,-0.6782932917,-2.1983240417
1.40363669536856E+018,-0.0321140582,0.0698131701,0.0013962634,10.4604266667,-0.269682875,-3.6938381667
1.40363669537356E+018,-0.0439822972,0.0432841654,0.027925268,9.0548068333,0.3350605417,-2.5333845833
1.40363669537856E+018,-0.0376991118,0.067718775,0.0104719755,9.7903055833,0.4903325,-2.5824178333
1.40363669538356E+018,-0.053756141,-0.0041887902,0.1061160185,9.9128887083,0.0408610417,-4.2250317083
1.40363669538856E+018,-0.0481710874,0.0111701072,0.1040216234,8.065969625,-0.122583125,-4.2577205417
1.40363669539356E+018,-0.0251327412,-0.0041887902,0.1207767842,9.7004112917,-0.0653776667,-3.9063155833
1.40363669539856E+018,-0.0397935069,0.0055850536,0.0963421747,9.0302902083,-0.6701210833,-2.1411185833
1.40363669540356E+018,-0.0048869219,0.0286233997,0.0642281165,11.0488256667,-0.1634441667,-3.5467384167
1.40363669540856E+018,-0.0244346095,0.0286233997,0.0830776724,9.610517,0.0817220833,-2.231012875
1.40363669541356E+018,-0.0202458193,0.0691150384,0.0230383461,10.8935537083,0.3595771667,-4.9605304583
1.40363669541856E+018,-0.0404916386,0.0314159265,0.0767944871,8.3519969167,0.3105439167,-3.97169325
1.40363669542356E+018,-0.0572467995,0.0823795407,0.0118682389,8.6461964167,0.73549875,-3.8654545417
1.40363669542856E+018,-0.0586430629,0.0223402144,0.0593411946,9.3163175,-0.3268883333,-2.8521007083
1.40363669543356E+018,-0.0530580093,0.0481710874,0.0363028484,9.7739611667,-0.6946377083,-2.1983240417
1.40363669543856E+018,-0.013962634,0.0432841654,0.0579449312,10.664731875,-0.3514049583,-3.6121160833
1.40363669544356E+018,-0.0216420827,0.0502654825,0.0635299848,8.262102625,-0.1879607917,-3.4650163333
1.40363669544856E+018,-0.0153588974,0.0558505361,0.0195476876,9.144701125,0.5557101667,-4.4538535417
1.40363669545356E+018,-0.0495673508,0.0335103216,0.0495673508,7.9760753333,0.3350605417,-2.50069575
1.40363669545856E+018,-0.0767944871,0.0844739358,-0.0041887902,9.536967125,0.9970094167,-3.2198500833
1.40363669546356E+018,-0.095644043,0.0118682389,0.0195476876,10.1008495,-0.196133,-2.4598347083
1.40363669546856E+018,-0.0893608577,0.0642281165,-0.0195476876,9.1855621667,-0.4004382083,-3.1789890417
1.40363669547356E+018,-0.0488692191,0.0342084533,0.0160570291,9.291800875,-0.34323275,-3.5712550417
1.40363669547856E+018,-0.0502654825,0.0314159265,-0.027925268,7.9352142917,-0.6292600417,-4.0043820833
1.40363669548356E+018,-0.0363028484,0.0670206433,0.0027925268,9.7494445417,0.4249548333,-2.9992004583
1.40363669548856E+018,-0.0628318531,0.0160570291,-0.0397935069,8.0251085833,-0.318716125,-2.1656352083
1.40363669549356E+018,-0.0432841654,0.0097738438,-0.0411897703,9.8720276667,0.3514049583,-3.898143375
1.40363669549856E+018,-0.0642281165,0.0118682389,-0.0237364778,8.801468375,-0.3840937917,-3.1953334583
1.40363669550356E+018,-0.0719075652,0.0432841654,-0.0390953752,8.948568125,1.005181625,-2.966511625
1.40363669550856E+018,-0.081681409,0.0300196631,-0.0223402144,8.2212415833,-0.2369940417,-2.5579012083
1.40363669551356E+018,-0.0858701992,0.0823795407,-0.0216420827,9.7657889583,-0.1062387083,-3.9308322083
1.40363669551856E+018,-0.0760963554,0.0314159265,-0.0006981317,9.2019065833,-0.1797885833,-1.789713625
1.40363669552356E+018,-0.0551524044,0.1151917306,0.0090757121,9.3081452917,-0.7436709583,-3.554910625
1.40363669552856E+018,-0.0286233997,0.046774824,0.0307177948,8.1395195,-0.318716125,-3.5140495833
1.40363669553356E+018,-0.0251327412,0.0872664626,0.0376991118,7.6900480417,-0.14709975,-3.2770555417
1.40363669553856E+018,-0.0237364778,0.0516617459,0.0656243799,9.46341725,0.2778550833,-2.5333845833
1.40363669554356E+018,-0.0439822972,0.0544542727,0.0363028484,9.07115125,-0.0653776667,-3.4323275
1.40363669554856E+018,-0.0383972435,0.0502654825,0.0495673508,7.918869875,0.4903325,-3.4404997083
1.40363669555356E+018,-0.0404916386,0.0788888822,0.0530580093,9.0629790417,-0.1879607917,-1.9531577917
1.40363669555856E+018,-0.0439822972,0.0230383461,0.0314159265,8.9894291667,0.14709975,-4.1841706667
1.40363669556356E+018,-0.041887902,0.0795870139,0.0153588974,7.5347760833,-0.34323275,-2.7785508333
1.40363669556856E+018,-0.0474729557,0.0425860337,0.0237364778,9.4961060833,0.956148375,-3.4159830833
1.40363669557356E+018,-0.0684169067,0.0649262482,0.0027925268,7.69822025,-0.0980665,-3.1299557917
1.40363669557856E+018,-0.0719075652,0.0258308729,0.0111701072,9.242767625,0.1389275417,-3.0073726667
1.40363669558356E+018,-0.0614355897,-0.0013962634,-0.0076794487,7.8126311667,-0.4331270417,-2.7376897917
1.40363669558856E+018,-0.0390953752,0.0439822972,0.0153588974,9.2019065833,-0.416782625,-3.9144877917
1.40363669559356E+018,-0.041887902,-0.020943951,-0.0146607657,8.1803805417,0.122583125,-2.132946375
1.40363669559856E+018,-0.0370009801,0.0705113018,-0.0181514242,8.7115740833,0.4739880833,-4.388475875
1.40363669560356E+018,-0.0691150384,0.0034906585,-0.0041887902,9.1365289167,0.1797885833,-3.2770555417
1.40363669560856E+018,-0.0893608577,0.1068141502,-0.0307177948,8.38468575,0.6701210833,-2.083913125
1.40363669561356E+018,-0.0942477796,0.0230383461,-0.013962634,9.36535075,-0.5475379583,-3.6448049167
1.40363669561856E+018,-0.0830776724,0.0984365698,-0.0328121899,7.526603875,-0.073549875,-2.9746838333
1.40363669562356E+018,-0.0684169067,0.0321140582,-0.0356047167,9.9047165,-0.53936575,-3.4731885417
1.40363669562856E+018,-0.0544542727,0.0802851456,-0.0474729557,7.6900480417,-0.0980665,-1.985846625
1.40363669563356E+018,-0.053756141,0.0097738438,-0.0460766923,9.6023447917,0.2043052083,-4.1514818333
1.40363669563856E+018,-0.0663225116,0.0376991118,-0.0663225116,6.545938875,-0.1062387083,-1.593580625
1.40363669564356E+018,-0.0760963554,0.0090757121,-0.0383972435,10.6238708333,0.5802267917,-4.26589275
1.40363669564856E+018,-0.0928515162,0.0034906585,-0.0376991118,7.232404375,0.3023717083,-2.5170401667
1.40363669565356E+018,-0.0879645943,0.0397935069,-0.0181514242,9.6432058333,-0.661948875,-3.8409379167
1.40363669565856E+018,-0.053756141,-0.0265290046,0.0202458193,8.0087641667,-0.5557101667,-2.1411185833
1.40363669566356E+018,-0.0146607657,0.130550628,0.0432841654,9.9946107917,-0.3840937917,-3.1463002083
1.40363669566856E+018,-0.0153588974,0.006981317,0.0823795407,7.9760753333,0.2043052083,-2.7785508333
1.40363669567356E+018,-0.0293215314,0.1368338134,0.0481710874,9.07115125,0.5311935417,-3.5222217917
1.40363669567856E+018,-0.053756141,0.0167551608,0.0753982237,7.9597309167,0.4086104167,-2.8112396667
1.40363669568356E+018,-0.067718775,0.1047197551,0.0244346095,8.7932961667,-0.122583125,-3.138128
1.40363669568856E+018,-0.0635299848,-0.0034906585,0.027925268,8.9812569583,-0.3023717083,-3.2443667083
1.40363669569356E+018,-0.0404916386,0.0844739358,-0.0034906585,6.864655,-0.4494714583,-2.4434902917
1.40363669569856E+018,-0.0174532925,-0.0376991118,0.0474729557,10.0109552083,-0.3105439167,-4.2168595
1.40363669570356E+018,-0.0048869219,0.0363028484,0.0656243799,7.3631597083,0.0081722083,-2.0021910417
1.40363669570856E+018,0.0111701072,-0.0111701072,0.1500983157,9.291800875,0.122583125,-3.6856659583
1.40363669571356E+018,0.0076794487,-0.0160570291,0.2010619298,7.9842475417,-0.04903325,-2.4353180833
1.40363669571856E+018,0.027925268,0.0376991118,0.2611012561,9.3490063333,-0.0572054583,-3.9798654583
1.40363669572356E+018,0.0356047167,-0.034906585,0.2897246558,7.9842475417,-0.5475379583,-2.6886565417
1.40363669572856E+018,0.0586430629,0.0446804289,0.2974041045,9.2754564583,0.0653776667,-3.4650163333
1.40363669573356E+018,0.0551524044,-0.041887902,0.2652900463,8.1722083333,-0.1307553333,-2.745862
1.40363669573856E+018,0.0481710874,0.0314159265,0.2352703832,9.2836286667,0.8989429167,-3.849110125
1.40363669574356E+018,0.0055850536,-0.0781907505,0.1919862177,8.4664078333,0.2533384583,-2.770378625
1.40363669574856E+018,-0.0181514242,0.0502654825,0.1487020523,9.4715894583,0.367749375,-2.7622064167
1.40363669575356E+018,-0.0432841654,-0.0914552528,0.1382300768,8.5889909583,-0.122583125,-4.6172977083
1.40363669575856E+018,-0.0195476876,0.0719075652,0.1179842574,7.20788775,-0.2533384583,-2.574245625
1.40363669576356E+018,-0.0041887902,-0.0146607657,0.1473057889,10.5830097917,-0.6210878333,-3.3996386667
1.40363669576856E+018,0.0034906585,0.0223402144,0.0935496479,8.1476917083,0.2124774167,-2.2718739167
1.40363669577356E+018,0.0111701072,0.0383972435,0.123569311,9.6432058333,0.3840937917,-4.3966480833
1.40363669577856E+018,-0.0272271363,-0.0111701072,0.0740019603,7.526603875,0.6456044583,-2.4434902917
1.40363669578356E+018,-0.0314159265,0.0265290046,0.1040216234,10.0681606667,0.2615106667,-3.5630828333
1.40363669578856E+018,-0.0495673508,-0.0314159265,0.0586430629,7.281437625,-0.14709975,-2.3454237917
1.40363669579356E+018,-0.0167551608,-0.0048869219,0.1033234917,9.4470728333,-0.4249548333,-4.1269652083
1.40363669579856E+018,-0.0041887902,-0.0328121899,0.0921533845,8.4664078333,-0.4004382083,-2.549729
1.40363669580356E+018,0.0202458193,0.013962634,0.109606677,9.3816951667,0.1552719583,-3.358777625
1.40363669580856E+018,0.0118682389,-0.0216420827,0.0935496479,7.8616644167,0.5066769167,-3.1953334583
1.40363669581356E+018,-0.0006981317,0.0579449312,0.0670206433,9.5287949167,0.5311935417,-3.2933999583
1.40363669581856E+018,-0.0321140582,-0.0342084533,0.1019272283,8.4255467917,0.34323275,-3.3914664583
1.40363669582356E+018,-0.0439822972,0.095644043,0.0516617459,8.8096405833,-0.0163444167,-3.0237170833
1.40363669582856E+018,-0.0258308729,-0.0223402144,0.1221730476,9.5941725833,-0.7028099167,-3.530394
1.40363669583356E+018,0.0006981317,0.0837758041,0.095644043,7.2405765833,0.0572054583,-2.7295175833
1.40363669583856E+018,0.0307177948,-0.0048869219,0.1689478716,9.218251,-0.9234595417,-2.6804843333
1.40363669584356E+018,0.0390953752,0.0432841654,0.1207767842,8.3683413333,0.3514049583,-3.6448049167
1.40363669584856E+018,0.0411897703,-0.0034906585,0.1898918226,8.87501825,-0.0572054583,-3.5222217917
1.40363669585356E+018,0.0090757121,0.0502654825,0.1221730476,8.6216797917,1.201314625,-1.9449855833
1.40363669585856E+018,-0.0188495559,-0.0083775804,0.1675516082,9.95374975,0.171616375,-4.8951527917
1.40363669586356E+018,-0.0502654825,0.0342084533,0.1068141502,7.036271375,-0.416782625,-2.2391850833
1.40363669586856E+018,-0.0397935069,-0.0153588974,0.1326450232,10.4032212083,0.024516625,-3.4159830833
1.40363669587356E+018,-0.0265290046,-0.0181514242,0.0837758041,7.3141264583,-0.8989429167,-2.4925235417
1.40363669587856E+018,0.013962634,0.0055850536,0.0830776724,9.8883720833,-0.44129925,-3.4731885417
1.40363669588356E+018,0.0041887902,-0.0523598776,0.0642281165,7.1670267083,0.661948875,-2.5824178333
1.40363669588856E+018,-0.0167551608,0.0041887902,0.053756141,10.0681606667,0.4331270417,-4.290409375
1.40363669589356E+018,-0.0621337214,-0.088662726,0.0712094335,7.5511205,0.7436709583,-2.1738074167
1.40363669589856E+018,-0.0586430629,0.0097738438,0.0565486678,9.46341725,0.1144109167,-3.5957716667
1.40363669590356E+018,-0.0481710874,-0.0914552528,0.1151917306,7.8534922083,-0.7763597917,-3.1544724167
1.40363669590856E+018,-0.0013962634,0.0321140582,0.0795870139,9.9455775417,-0.3840937917,-2.7785508333
1.40363669591356E+018,0.0300196631,-0.0488692191,0.1438151304,9.2509398333,-0.8662540833,-3.6121160833
1.40363669591856E+018,0.0425860337,0.074700092,0.1054178868,8.1313472917,0.171616375,-2.79489525
1.40363669592356E+018,0.0251327412,-0.0272271363,0.1738347935,9.831166625,0.7681875833,-3.456844125
1.40363669592856E+018,-0.0153588974,-0.0153588974,0.1172861257,7.3468152917,0.4249548333,-2.20649625
1.40363669593356E+018,-0.0174532925,-0.0404916386,0.1710422667,8.825985,0.4576436667,-3.8654545417
1.40363669593856E+018,-0.0307177948,-0.0712094335,0.1214749159,7.3631597083,-0.1879607917,-2.79489525
1.40363669594356E+018,0,-0.1228711793,0.1521927108,8.6461964167,-0.24516625,-4.290409375
1.40363669594856E+018,0.0083775804,-0.0921533845,0.1214749159,8.3928579583,-0.392266,-1.9776744167
1.40363669595356E+018,0.0321140582,-0.1403244719,0.1500983157,10.1907437917,-0.0653776667,-4.0207265
1.40363669595856E+018,0.0258308729,-0.0970403064,0.1598721595,7.869836625,0.416782625,-1.7488525833
1.40363669596356E+018,0.0153588974,-0.0893608577,0.1822123739,10.3051547083,0.5311935417,-4.3312704167
1.40363669596856E+018,-0.0097738438,-0.0691150384,0.1898918226,7.9106976667,-0.0326888333,-2.8602729167
1.40363669597356E+018,0.0006981317,-0.0356047167,0.1884955592,9.36535075,-0.367749375,-3.015544875
1.40363669597856E+018,0.013962634,-0.060737458,0.2254965394,9.0302902083,-0.4576436667,-3.2770555417
1.40363669598356E+018,0.0216420827,0.0195476876,0.1556833693,8.7932961667,0.1144109167,-3.554910625
1.40363669598856E+018,0.0167551608,-0.1012290966,0.1710422667,9.3735229583,0.171616375,-2.9583394167
1.40363669599356E+018,-0.0062831853,-0.0293215314,0.1312487597,7.4367095833,0.7681875833,-3.0564059167
1.40363669599856E+018,-0.013962634,-0.123569311,0.1347394183,10.002783,-0.2369940417,-3.0237170833
1.40363669600356E+018,-0.0216420827,-0.0740019603,0.1179842574,7.50208725,-0.122583125,-2.3454237917
1.40363669600856E+018,-0.0027925268,-0.1466076572,0.1144935989,10.2969825,-0.3350605417,-4.46202575
1.40363669601356E+018,0.0118682389,-0.0740019603,0.1172861257,7.7635979167,-0.3595771667,-1.7978858333
1.40363669601856E+018,0.0153588974,-0.1263618378,0.1256637061,10.3541879583,0.392266,-3.6448049167
1.40363669602356E+018,-0.0104719755,-0.0851720675,0.0942477796,7.575637125,0.1797885833,-3.3424332083
1.40363669602856E+018,-0.034906585,-0.1047197551,0.1075122819,9.6432058333,0.7273265417,-3.751043625
1.40363669603356E+018,-0.0600393263,-0.1172861257,0.0837758041,7.99241975,0.2369940417,-1.9776744167
1.40363669603856E+018,-0.0439822972,-0.081681409,0.0893608577,9.2019065833,-0.2860272917,-2.9992004583
1.40363669604356E+018,-0.0307177948,-0.184306769,0.0753982237,8.7687795417,-0.5475379583,-3.5712550417
1.40363669604856E+018,-0.0055850536,-0.1103048087,0.0663225116,8.164036125,-0.04903325,-3.6448049167
1.40363669605356E+018,-0.0146607657,-0.1996656664,0.0579449312,9.6922390833,0.1879607917,-3.113611375
1.40363669605856E+018,-0.0202458193,-0.1047197551,0.0670206433,9.2100787917,0.367749375,-3.2280222917
1.40363669606356E+018,-0.0502654825,-0.1954768762,0.067718775,9.022118,0.1307553333,-2.7867230417
1.40363669606856E+018,-0.041887902,-0.0865683309,0.0572467995,9.16921775,0.073549875,-2.623278875
1.40363669607356E+018,-0.0579449312,-0.1864011641,0.0830776724,9.3163175,-0.171616375,-4.0043820833
1.40363669607856E+018,-0.0439822972,-0.0712094335,0.0404916386,8.9322237083,0.1879607917,-2.8439285
1.40363669608356E+018,-0.0698131701,-0.1808161105,0.0523598776,10.027299625,-0.3759215833,-2.4925235417
1.40363669608856E+018,-0.0404916386,-0.1466076572,-0.0321140582,7.8780088333,0.416782625,-2.3617682083
1.40363669609356E+018,-0.0488692191,-0.1200786525,0.0321140582,10.0354718333,0.073549875,-4.5927810833
1.40363669609856E+018,-0.0453785606,-0.170344135,-0.0390953752,7.60015375,0.2533384583,-3.334261
1.40363669610356E+018,-0.0663225116,-0.1207767842,-0.0048869219,9.56148375,0.04903325,-3.358777625
1.40363669610856E+018,-0.0795870139,-0.142418867,-0.0698131701,9.5287949167,0.3268883333,-1.8796079167
1.40363669611356E+018,-0.0998328332,-0.0942477796,-0.0628318531,10.1335383333,0.661948875,-4.5519200417
1.40363669611856E+018,-0.1047197551,-0.1033234917,-0.0893608577,7.99241975,-0.4086104167,-3.1299557917
1.40363669612356E+018,-0.0907571211,-0.0390953752,-0.060737458,9.978266375,-0.34323275,-3.211677875
1.40363669612856E+018,-0.0649262482,-0.0635299848,-0.0356047167,8.67888525,-0.7436709583,-3.8082490833
1.40363669613356E+018,-0.0335103216,0.0048869219,-0.0097738438,9.3081452917,-0.0326888333,-2.6477955
1.40363669613856E+018,-0.046774824,-0.0649262482,0.0342084533,9.7903055833,-0.0081722083,-3.1054391667
1.40363669614356E+018,-0.0488692191,0.0013962634,-0.0942477796,7.7063924583,1.0460426667,-4.3067537917
1.40363669614856E+018,-0.0698131701,-0.0893608577,-0.0076794487,9.046634625,-0.3105439167,-3.4323275
1.40363669615356E+018,-0.0837758041,-0.0314159265,-0.0942477796,7.69822025,0.9398039583,-2.0512242917
1.40363669615856E+018,-0.0781907505,-0.0942477796,-0.0237364778,9.831166625,-0.612915625,-3.113611375
1.40363669616356E+018,-0.0649262482,-0.0649262482,-0.0628318531,7.5592927083,-0.24516625,-3.5630828333
1.40363669616856E+018,-0.0397935069,-0.0753982237,-0.0020943951,10.8200038333,-0.2288218333,-4.7480530417
1.40363669617356E+018,-0.0411897703,-0.0698131701,-0.0132645023,6.644005375,-0.04903325,-2.0920853333
1.40363669617856E+018,-0.0370009801,-0.0453785606,0.006981317,10.1580549583,0.5230213333,-2.8521007083
1.40363669618356E+018,-0.0565486678,-0.0698131701,0.013962634,8.4990966667,-0.04903325,-3.77556025
1.40363669618856E+018,-0.0481710874,-0.0132645023,0.0174532925,8.8668460417,0.3840937917,-3.87362675
1.40363669619356E+018,-0.0586430629,-0.067718775,0.0502654825,8.8423294167,-0.1389275417,-3.162644625
1.40363669619856E+018,-0.0551524044,-0.006981317,-0.0244346095,8.3438247083,0.2124774167,-3.1789890417
1.40363669620356E+018,-0.0593411946,-0.0872664626,0.006981317,9.0548068333,-0.44129925,-3.2035056667
1.40363669620856E+018,-0.0558505361,0.0160570291,-0.0453785606,9.3490063333,0.24516625,-3.0073726667
1.40363669621356E+018,-0.0453785606,-0.0530580093,0.0321140582,9.9864385833,0.0081722083,-4.1759984583
1.40363669621856E+018,-0.0425860337,0.095644043,0.0265290046,8.6625408333,0.1389275417,-4.0207265
1.40363669622356E+018,-0.0321140582,0.0397935069,0.0879645943,10.3623601667,-0.5230213333,-3.0564059167
1.40363669622856E+018,-0.0153588974,0.1431169987,0.0628318531,8.850501625,-0.1552719583,-2.8112396667
1.40363669623356E+018,-0.0083775804,0.1179842574,0.060737458,10.7219373333,-0.3595771667,-3.3669498333
1.40363669623856E+018,-0.0216420827,0.1919862177,-0.0076794487,8.0496252083,0.0653776667,-3.0482337083
1.40363669624356E+018,-0.0495673508,0.1396263402,-0.0453785606,9.1201845,0.8172208333,-4.5682644583
1.40363669624856E+018,-0.0795870139,0.1836086373,-0.0844739358,8.262102625,0.4331270417,-2.69682875
1.40363669625356E+018,-0.0984365698,0.1752310569,-0.0488692191,9.3980395833,0,-2.770378625
1.40363669625856E+018,-0.0774926188,0.1012290966,-0.0502654825,8.433719,-0.612915625,-3.113611375
1.40363669626356E+018,-0.0363028484,0.1898918226,-0.0006981317,8.7687795417,-0.63743225,-3.5385662083
1.40363669626856E+018,-0.0048869219,0.0879645943,0.0132645023,8.2947914583,-0.14709975,-3.2035056667
1.40363669627356E+018,-0.0013962634,0.2108357736,0.0551524044,9.536967125,0.0898942917,-3.3260887917
1.40363669627856E+018,-0.0188495559,0.1130973355,0.0530580093,9.8393388333,0.6456044583,-2.6641399167
1.40363669628356E+018,-0.0223402144,0.2373647783,0.0977384381,9.536967125,0.2860272917,-3.4159830833
1.40363669628856E+018,-0.0460766923,0.1577777644,0.1005309649,7.967903125,-0.0653776667,-3.2361945
